form;tense_in_paradigm;person;number;preverb;pre2;root;sf2;caus_sf;ending;tsch_class;morph_type;sub_id;id;vn
გაგვებრძანა;pluperfect;1;pl;გა;გვე;ბრძან;-;-;ა;T3;active;249-66;249;*მართვა
გაგებრძანებიათ;pluperfect;2;pl;გა;გე;ბრძან;ებ;-;იათ;T3;active;249-66;249;*ბრძანებინება
გაგებრძანებინათ;pluperfect;2;pl;გა;გე;ბრძან;ებ;-;ინათ;T3;active;249-66;249;*ბრძანებინება
გაგებრძანათ;pluperfect;2;pl;გა;გე;ბრძან;-;-;ათ;T3;active;249-66;249;*მართვა
გაებრძანებიათ;pluperfect;3;pl;გა;ე;ბრძან;ებ;-;იათ;T3;active;249-66;249;*გორება
გაებრძანებინათ;pluperfect;3;pl;გა;ე;ბრძან;ებ;-;ინათ;T3;active;249-66;249;*ბრძანებინება
გაებრძანათ;pluperfect;3;pl;გა;ე;ბრძან;-;-;ათ;T3;active;249-66;249;*მართვა
ვუბრძანებდე;conj-present;1;sg;-;ვუ;ბრძან;ებ;-;დე;T3;active;249-66;249;*გორება
უბრძანებდე;conj-present;2;sg;-;უ;ბრძან;ებ;-;დე;T3;active;249-66;249;*გორება
უბრძანებდეს;conj-present;3;sg;-;უ;ბრძან;ებ;-;დეს;T3;active;249-66;249;*ბრძანება
ვუბრძანებდეთ;conj-present;1;pl;-;ვუ;ბრძან;ებ;-;დეთ;T3;active;249-66;249;*გორება
უბრძანებდეთ;conj-present;2;pl;-;უ;ბრძან;ებ;-;დეთ;T3;active;249-66;249;*გორება
უბრძანებდენ;conj-present;3;pl;-;უ;ბრძან;ებ;-;დენ;T3;active;249-66;249;*გორება
უბრძანებდნენ;conj-present;3;pl;-;უ;ბრძან;ებ;-;დნენ;T3;active;249-66;249;*ბრძანებინება
გავუბრძანებდე;conj-future;1;sg;გა;ვუ;ბრძან;ებ;-;დე;T3;active;249-66;249;*ბრძანებინება
გაუბრძანებდე;conj-future;2;sg;გა;უ;ბრძან;ებ;-;დე;T3;active;249-66;249;*გორება
გაუბრძანებდეს;conj-future;3;sg;გა;უ;ბრძან;ებ;-;დეს;T3;active;249-66;249;*ბრძანებინება
გავუბრძანებდეთ;conj-future;1;pl;გა;ვუ;ბრძან;ებ;-;დეთ;T3;active;249-66;249;*გორება
გაუბრძანებდეთ;conj-future;2;pl;გა;უ;ბრძან;ებ;-;დეთ;T3;active;249-66;249;*გორება
გაუბრძანებდენ;conj-future;3;pl;გა;უ;ბრძან;ებ;-;დენ;T3;active;249-66;249;*გორება
გაუბრძანებდნენ;conj-future;3;pl;გა;უ;ბრძან;ებ;-;დნენ;T3;active;249-66;249;*ბრძანებინება
გამებრძანებიოს;conj-perfect;1;sg;გა;მე;ბრძან;ებ;-;იოს;T3;active;249-66;249;*ბრძანებინება
გამებრძანებინოს;conj-perfect;1;sg;გა;მე;ბრძან;ებ;-;ინოს;T3;active;249-66;249;*ბრძანებინება
გამებრძანოს;conj-perfect;1;sg;გა;მე;ბრძან;-;-;ოს;T3;active;249-66;249;*მართვა
გაგებრძანებიოს;conj-perfect;2;sg;გა;გე;ბრძან;ებ;-;იოს;T3;active;249-66;249;*ბრძანებინება
გაგებრძანებინოს;conj-perfect;2;sg;გა;გე;ბრძან;ებ;-;ინოს;T3;active;249-66;249;*ბრძანებინება
გაგებრძანოს;conj-perfect;2;sg;გა;გე;ბრძან;-;-;ოს;T3;active;249-66;249;*მართვა
გაებრძანებიოს;conj-perfect;3;sg;გა;ე;ბრძან;ებ;-;იოს;T3;active;249-66;249;*ბრძანებინება
გაებრძანებინოს;conj-perfect;3;sg;გა;ე;ბრძან;ებ;-;ინოს;T3;active;249-66;249;*ბრძანებინება
გაებრძანოს;conj-perfect;3;sg;გა;ე;ბრძან;-;-;ოს;T3;active;249-66;249;*მართვა
გაგვებრძანებიოს;conj-perfect;1;pl;გა;გვე;ბრძან;ებ;-;იოს;T3;active;249-66;249;*ბრძანებინება
გაგვებრძანებინოს;conj-perfect;1;pl;გა;გვე;ბრძან;ებ;-;ინოს;T3;active;249-66;249;*ბრძანებინება
გაგვებრძანოს;conj-perfect;1;pl;გა;გვე;ბრძან;-;-;ოს;T3;active;249-66;249;*მართვა
გაგებრძანებიოთ;conj-perfect;2;pl;გა;გე;ბრძან;ებ;-;იოთ;T3;active;249-66;249;*ბრძანებინება
გაგებრძანებინოთ;conj-perfect;2;pl;გა;გე;ბრძან;ებ;-;ინოთ;T3;active;249-66;249;*ბრძანებინება
გაგებრძანოთ;conj-perfect;2;pl;გა;გე;ბრძან;-;-;ოთ;T3;active;249-66;249;*მართვა
გაებრძანებიოთ;conj-perfect;3;pl;გა;ე;ბრძან;ებ;-;იოთ;T3;active;249-66;249;*გორება
გაებრძანებინოთ;conj-perfect;3;pl;გა;ე;ბრძან;ებ;-;ინოთ;T3;active;249-66;249;*ბრძანებინება
გაებრძანოთ;conj-perfect;3;pl;გა;ე;ბრძან;-;-;ოთ;T3;active;249-66;249;*მართვა
ვუბრძანებ;present;1;sg;-;ვუ;ბრძან;ებ;-;-;T3;active;249-67;249;*გორება
უბრძანებ;present;2;sg;-;უ;ბრძან;ებ;-;-;T3;active;249-67;249;*გორება
უბრძანებს;present;3;sg;-;უ;ბრძან;ებ;-;ს;T3;active;249-67;249;*გორება
ვუბრძანებთ;present;1;pl;-;ვუ;ბრძან;ებ;-;თ;T3;active;249-67;249;*გორება
უბრძანებთ;present;2;pl;-;უ;ბრძან;ებ;-;თ;T3;active;249-67;249;*გორება
უბრძანებენ;present;3;pl;-;უ;ბრძან;ებ;-;ენ;T3;active;249-67;249;*ბრძანებინება
ამოვუბრძანებ;future;1;sg;ამო;ვუ;ბრძან;ებ;-;-;T3;active;249-67;249;*ბრძანებინება
ამოუბრძანებ;future;2;sg;ამო;უ;ბრძან;ებ;-;-;T3;active;249-67;249;*გორება
ამოუბრძანებს;future;3;sg;ამო;უ;ბრძან;ებ;-;ს;T3;active;249-67;249;*ბრძანებინება
ამოვუბრძანებთ;future;1;pl;ამო;ვუ;ბრძან;ებ;-;თ;T3;active;249-67;249;*გორება
ამოუბრძანებთ;future;2;pl;ამო;უ;ბრძან;ებ;-;თ;T3;active;249-67;249;*ბრძანებინება
ამოუბრძანებენ;future;3;pl;ამო;უ;ბრძან;ებ;-;ენ;T3;active;249-67;249;*ბრძანებინება
ვუბრძანე;aorist;1;sg;-;ვუ;ბრძან;-;-;ე;T3;active;249-67;249;*მართვა
ამოვუბრძანე;aorist;1;sg;ამო;ვუ;ბრძან;-;-;ე;T3;active;249-67;249;*მართვა
უბრძანე;aorist;2;sg;-;უ;ბრძან;-;-;ე;T3;active;249-67;249;*მართვა
ამოუბრძანე;aorist;2;sg;ამო;უ;ბრძან;-;-;ე;T3;active;249-67;249;*მართვა
უბრძანა;aorist;3;sg;-;უ;ბრძან;-;-;ა;T3;active;249-67;249;*მართვა
ამოუბრძანა;aorist;3;sg;ამო;უ;ბრძან;-;-;ა;T3;active;249-67;249;*მართვა
ვუბრძანეთ;aorist;1;pl;-;ვუ;ბრძან;-;-;ეთ;T3;active;249-67;249;*მართვა
ამოვუბრძანეთ;aorist;1;pl;ამო;ვუ;ბრძან;-;-;ეთ;T3;active;249-67;249;*მართვა
უბრძანეთ;aorist;2;pl;-;უ;ბრძან;-;-;ეთ;T3;active;249-67;249;*მართვა
ამოუბრძანეთ;aorist;2;pl;ამო;უ;ბრძან;-;-;ეთ;T3;active;249-67;249;*მართვა
უბრძანეს;aorist;3;pl;-;უ;ბრძან;-;-;ეს;T3;active;249-67;249;*მართვა
ამოუბრძანეს;aorist;3;pl;ამო;უ;ბრძან;-;-;ეს;T3;active;249-67;249;*მართვა
ამომიბრძანებია;perfect;1;sg;ამო;მი;ბრძან;ებ;-;ია;T3;active;249-67;249;*ბრძანებინება
ამოგიბრძანებია;perfect;2;sg;ამო;გი;ბრძან;ებ;-;ია;T3;active;249-67;249;*ბრძანებინება
ამოუბრძანებია;perfect;3;sg;ამო;უ;ბრძან;ებ;-;ია;T3;active;249-67;249;*ბრძანებინება
ამოგვიბრძანებია;perfect;1;pl;ამო;გვი;ბრძან;ებ;-;ია;T3;active;249-67;249;*ბრძანებინება
ამოგიბრძანებიათ;perfect;2;pl;ამო;გი;ბრძან;ებ;-;იათ;T3;active;249-67;249;*ბრძანებინება
ამოუბრძანებიათ;perfect;3;pl;ამო;უ;ბრძან;ებ;-;იათ;T3;active;249-67;249;*ბრძანებინება
ვუბრძანებდი;imperfect;1;sg;-;ვუ;ბრძან;ებ;-;დი;T3;active;249-67;249;*ბრძანებინება
უბრძანებდი;imperfect;2;sg;-;უ;ბრძან;ებ;-;დი;T3;active;249-67;249;*ბრძანებინება
უბრძანებდა;imperfect;3;sg;-;უ;ბრძან;ებ;-;და;T3;active;249-67;249;*ბრძანებინება
ვუბრძანებდით;imperfect;1;pl;-;ვუ;ბრძან;ებ;-;დით;T3;active;249-67;249;*ბრძანებინება
უბრძანებდით;imperfect;2;pl;-;უ;ბრძან;ებ;-;დით;T3;active;249-67;249;*ბრძანებინება
უბრძანებდენ;imperfect;3;pl;-;უ;ბრძან;ებ;-;დენ;T3;active;249-67;249;*ბრძანებინება
უბრძანებდნენ;imperfect;3;pl;-;უ;ბრძან;ებ;-;დნენ;T3;active;249-67;249;*ბრძანებინება
ამოვუბრძანებდი;conditional;1;sg;ამო;ვუ;ბრძან;ებ;-;დი;T3;active;249-67;249;*ბრძანებინება
ამოუბრძანებდი;conditional;2;sg;ამო;უ;ბრძან;ებ;-;დი;T3;active;249-67;249;*ბრძანებინება
ამოუბრძანებდა;conditional;3;sg;ამო;უ;ბრძან;ებ;-;და;T3;active;249-67;249;*ბრძანებინება
ამოვუბრძანებდით;conditional;1;pl;ამო;ვუ;ბრძან;ებ;-;დით;T3;active;249-67;249;*ბრძანებინება
ამოუბრძანებდით;conditional;2;pl;ამო;უ;ბრძან;ებ;-;დით;T3;active;249-67;249;*ბრძანებინება
ამოუბრძანებდენ;conditional;3;pl;ამო;უ;ბრძან;ებ;-;დენ;T3;active;249-67;249;*ბრძანებინება
ამოუბრძანებდნენ;conditional;3;pl;ამო;უ;ბრძან;ებ;-;დნენ;T3;active;249-67;249;*ბრძანებინება
ვუბრძანო;optative;1;sg;-;ვუ;ბრძან;-;-;ო;T3;active;249-67;249;*მართვა
ამოვუბრძანო;optative;1;sg;ამო;ვუ;ბრძან;-;-;ო;T3;active;249-67;249;*მართვა
უბრძანო;optative;2;sg;-;უ;ბრძან;-;-;ო;T3;active;249-67;249;*მართვა
ამოუბრძანო;optative;2;sg;ამო;უ;ბრძან;-;-;ო;T3;active;249-67;249;*მართვა
უბრძანოს;optative;3;sg;-;უ;ბრძან;-;-;ოს;T3;active;249-67;249;*მართვა
ამოუბრძანოს;optative;3;sg;ამო;უ;ბრძან;-;-;ოს;T3;active;249-67;249;*მართვა
ვუბრძანოთ;optative;1;pl;-;ვუ;ბრძან;-;-;ოთ;T3;active;249-67;249;*მართვა
ამოვუბრძანოთ;optative;1;pl;ამო;ვუ;ბრძან;-;-;ოთ;T3;active;249-67;249;*მართვა
უბრძანოთ;optative;2;pl;-;უ;ბრძან;-;-;ოთ;T3;active;249-67;249;*მართვა
ამოუბრძანოთ;optative;2;pl;ამო;უ;ბრძან;-;-;ოთ;T3;active;249-67;249;*მართვა
უბრძანონ;optative;3;pl;-;უ;ბრძან;-;-;ონ;T3;active;249-67;249;*მართვა
ამოუბრძანონ;optative;3;pl;ამო;უ;ბრძან;-;-;ონ;T3;active;249-67;249;*მართვა
ამომებრძანებია;pluperfect;1;sg;ამო;მე;ბრძან;ებ;-;ია;T3;active;249-67;249;*ბრძანებინება
ამომებრძანებინა;pluperfect;1;sg;ამო;მე;ბრძან;ებ;-;ინა;T3;active;249-67;249;*ბრძანებინება
ამომებრძანა;pluperfect;1;sg;ამო;მე;ბრძან;-;-;ა;T3;active;249-67;249;*მართვა
ამოგებრძანებია;pluperfect;2;sg;ამო;გე;ბრძან;ებ;-;ია;T3;active;249-67;249;*ბრძანებინება
ამოგებრძანებინა;pluperfect;2;sg;ამო;გე;ბრძან;ებ;-;ინა;T3;active;249-67;249;*ბრძანებინება
ამოგებრძანა;pluperfect;2;sg;ამო;გე;ბრძან;-;-;ა;T3;active;249-67;249;*მართვა
ამოებრძანებია;pluperfect;3;sg;ამო;ე;ბრძან;ებ;-;ია;T3;active;249-67;249;*ბრძანებინება
ამოებრძანებინა;pluperfect;3;sg;ამო;ე;ბრძან;ებ;-;ინა;T3;active;249-67;249;*ბრძანებინება
ამოებრძანა;pluperfect;3;sg;ამო;ე;ბრძან;-;-;ა;T3;active;249-67;249;*მართვა
ამოგვებრძანებია;pluperfect;1;pl;ამო;გვე;ბრძან;ებ;-;ია;T3;active;249-67;249;*ბრძანებინება
ამოგვებრძანებინა;pluperfect;1;pl;ამო;გვე;ბრძან;ებ;-;ინა;T3;active;249-67;249;*ბრძანებინება
ამოგვებრძანა;pluperfect;1;pl;ამო;გვე;ბრძან;-;-;ა;T3;active;249-67;249;*მართვა
ამოგებრძანებიათ;pluperfect;2;pl;ამო;გე;ბრძან;ებ;-;იათ;T3;active;249-67;249;*ბრძანებინება
ამოგებრძანებინათ;pluperfect;2;pl;ამო;გე;ბრძან;ებ;-;ინათ;T3;active;249-67;249;*ბრძანებინება
ამოგებრძანათ;pluperfect;2;pl;ამო;გე;ბრძან;-;-;ათ;T3;active;249-67;249;*მართვა
ამოებრძანებიათ;pluperfect;3;pl;ამო;ე;ბრძან;ებ;-;იათ;T3;active;249-67;249;*ბრძანებინება
ამოებრძანებინათ;pluperfect;3;pl;ამო;ე;ბრძან;ებ;-;ინათ;T3;active;249-67;249;*ბრძანებინება
ამოებრძანათ;pluperfect;3;pl;ამო;ე;ბრძან;-;-;ათ;T3;active;249-67;249;*მართვა
ვუბრძანებდე;conj-present;1;sg;-;ვუ;ბრძან;ებ;-;დე;T3;active;249-67;249;*ბრძანებინება
უბრძანებდე;conj-present;2;sg;-;უ;ბრძან;ებ;-;დე;T3;active;249-67;249;*ბრძანებინება
უბრძანებდეს;conj-present;3;sg;-;უ;ბრძან;ებ;-;დეს;T3;active;249-67;249;*ბრძანება
ვუბრძანებდეთ;conj-present;1;pl;-;ვუ;ბრძან;ებ;-;დეთ;T3;active;249-67;249;*გორება
უბრძანებდეთ;conj-present;2;pl;-;უ;ბრძან;ებ;-;დეთ;T3;active;249-67;249;*ბრძანებინება
უბრძანებდენ;conj-present;3;pl;-;უ;ბრძან;ებ;-;დენ;T3;active;249-67;249;*ბრძანებინება
უბრძანებდნენ;conj-present;3;pl;-;უ;ბრძან;ებ;-;დნენ;T3;active;249-67;249;*ბრძანებინება
ამოვუბრძანებდე;conj-future;1;sg;ამო;ვუ;ბრძან;ებ;-;დე;T3;active;249-67;249;*ბრძანებინება
ამოუბრძანებდე;conj-future;2;sg;ამო;უ;ბრძან;ებ;-;დე;T3;active;249-67;249;*ბრძანებინება
ამოუბრძანებდეს;conj-future;3;sg;ამო;უ;ბრძან;ებ;-;დეს;T3;active;249-67;249;*ბრძანებინება
ამოვუბრძანებდეთ;conj-future;1;pl;ამო;ვუ;ბრძან;ებ;-;დეთ;T3;active;249-67;249;*ბრძანებინება
ამოუბრძანებდეთ;conj-future;2;pl;ამო;უ;ბრძან;ებ;-;დეთ;T3;active;249-67;249;*ბრძანებინება
ამოუბრძანებდენ;conj-future;3;pl;ამო;უ;ბრძან;ებ;-;დენ;T3;active;249-67;249;*ბრძანებინება
ამოუბრძანებდნენ;conj-future;3;pl;ამო;უ;ბრძან;ებ;-;დნენ;T3;active;249-67;249;*ბრძანებინება
ამომებრძანებიოს;conj-perfect;1;sg;ამო;მე;ბრძან;ებ;-;იოს;T3;active;249-67;249;*ბრძანებინება
ამომებრძანებინოს;conj-perfect;1;sg;ამო;მე;ბრძან;ებ;-;ინოს;T3;active;249-67;249;*ბრძანებინება
ამომებრძანოს;conj-perfect;1;sg;ამო;მე;ბრძან;-;-;ოს;T3;active;249-67;249;*მართვა
ამოგებრძანებიოს;conj-perfect;2;sg;ამო;გე;ბრძან;ებ;-;იოს;T3;active;249-67;249;*ბრძანებინება
ამოგებრძანებინოს;conj-perfect;2;sg;ამო;გე;ბრძან;ებ;-;ინოს;T3;active;249-67;249;*ბრძანებინება
ამოგებრძანოს;conj-perfect;2;sg;ამო;გე;ბრძან;-;-;ოს;T3;active;249-67;249;*მართვა
ამოებრძანებიოს;conj-perfect;3;sg;ამო;ე;ბრძან;ებ;-;იოს;T3;active;249-67;249;*ბრძანებინება
ამოებრძანებინოს;conj-perfect;3;sg;ამო;ე;ბრძან;ებ;-;ინოს;T3;active;249-67;249;*ბრძანებინება
ამოებრძანოს;conj-perfect;3;sg;ამო;ე;ბრძან;-;-;ოს;T3;active;249-67;249;*მართვა
ამოგვებრძანებიოს;conj-perfect;1;pl;ამო;გვე;ბრძან;ებ;-;იოს;T3;active;249-67;249;*ბრძანებინება
ამოგვებრძანებინოს;conj-perfect;1;pl;ამო;გვე;ბრძან;ებ;-;ინოს;T3;active;249-67;249;*ბრძანებინება
ამოგვებრძანოს;conj-perfect;1;pl;ამო;გვე;ბრძან;-;-;ოს;T3;active;249-67;249;*მართვა
ამოგებრძანებიოთ;conj-perfect;2;pl;ამო;გე;ბრძან;ებ;-;იოთ;T3;active;249-67;249;*ბრძანებინება
ამოგებრძანებინოთ;conj-perfect;2;pl;ამო;გე;ბრძან;ებ;-;ინოთ;T3;active;249-67;249;*ბრძანებინება
ამოგებრძანოთ;conj-perfect;2;pl;ამო;გე;ბრძან;-;-;ოთ;T3;active;249-67;249;*მართვა
ამოებრძანებიოთ;conj-perfect;3;pl;ამო;ე;ბრძან;ებ;-;იოთ;T3;active;249-67;249;*ბრძანებინება
ამოებრძანებინოთ;conj-perfect;3;pl;ამო;ე;ბრძან;ებ;-;ინოთ;T3;active;249-67;249;*ბრძანებინება
ამოებრძანოთ;conj-perfect;3;pl;ამო;ე;ბრძან;-;-;ოთ;T3;active;249-67;249;*მართვა
ვუბრძანებ;present;1;sg;-;ვუ;ბრძან;ებ;-;-;T3;active;249-68;249;*გორება
უბრძანებ;present;2;sg;-;უ;ბრძან;ებ;-;-;T3;active;249-68;249;*გორება
უბრძანებს;present;3;sg;-;უ;ბრძან;ებ;-;ს;T3;active;249-68;249;*გორება
ვუბრძანებთ;present;1;pl;-;ვუ;ბრძან;ებ;-;თ;T3;active;249-68;249;*გორება
უბრძანებთ;present;2;pl;-;უ;ბრძან;ებ;-;თ;T3;active;249-68;249;*გორება
უბრძანებენ;present;3;pl;-;უ;ბრძან;ებ;-;ენ;T3;active;249-68;249;*ბრძანებინება
ავუბრძანებ;future;1;sg;ა;ვუ;ბრძან;ებ;-;-;T3;active;249-68;249;*გორება
აუბრძანებ;future;2;sg;ა;უ;ბრძან;ებ;-;-;T3;active;249-68;249;*გორება
აუბრძანებს;future;3;sg;ა;უ;ბრძან;ებ;-;ს;T3;active;249-68;249;*გორება
ავუბრძანებთ;future;1;pl;ა;ვუ;ბრძან;ებ;-;თ;T3;active;249-68;249;*გორება
აუბრძანებთ;future;2;pl;ა;უ;ბრძან;ებ;-;თ;T3;active;249-68;249;*გორება
აუბრძანებენ;future;3;pl;ა;უ;ბრძან;ებ;-;ენ;T3;active;249-68;249;*გორება
ვუბრძანე;aorist;1;sg;-;ვუ;ბრძან;-;-;ე;T3;active;249-68;249;*მართვა
ავუბრძანე;aorist;1;sg;ა;ვუ;ბრძან;-;-;ე;T3;active;249-68;249;*მართვა
უბრძანე;aorist;2;sg;-;უ;ბრძან;-;-;ე;T3;active;249-68;249;*მართვა
აუბრძანე;aorist;2;sg;ა;უ;ბრძან;-;-;ე;T3;active;249-68;249;*მართვა
უბრძანა;aorist;3;sg;-;უ;ბრძან;-;-;ა;T3;active;249-68;249;*მართვა
აუბრძანა;aorist;3;sg;ა;უ;ბრძან;-;-;ა;T3;active;249-68;249;*მართვა
ვუბრძანეთ;aorist;1;pl;-;ვუ;ბრძან;-;-;ეთ;T3;active;249-68;249;*მართვა
ავუბრძანეთ;aorist;1;pl;ა;ვუ;ბრძან;-;-;ეთ;T3;active;249-68;249;*მართვა
უბრძანეთ;aorist;2;pl;-;უ;ბრძან;-;-;ეთ;T3;active;249-68;249;*მართვა
აუბრძანეთ;aorist;2;pl;ა;უ;ბრძან;-;-;ეთ;T3;active;249-68;249;*მართვა
უბრძანეს;aorist;3;pl;-;უ;ბრძან;-;-;ეს;T3;active;249-68;249;*მართვა
აუბრძანეს;aorist;3;pl;ა;უ;ბრძან;-;-;ეს;T3;active;249-68;249;*მართვა
ამიბრძანებია;perfect;1;sg;ა;მი;ბრძან;ებ;-;ია;T3;active;249-68;249;*ბრძანებინება
აგიბრძანებია;perfect;2;sg;ა;გი;ბრძან;ებ;-;ია;T3;active;249-68;249;*ბრძანებინება
აუბრძანებია;perfect;3;sg;ა;უ;ბრძან;ებ;-;ია;T3;active;249-68;249;*ბრძანებინება
აგვიბრძანებია;perfect;1;pl;ა;გვი;ბრძან;ებ;-;ია;T3;active;249-68;249;*ბრძანებინება
აგიბრძანებიათ;perfect;2;pl;ა;გი;ბრძან;ებ;-;იათ;T3;active;249-68;249;*ბრძანებინება
აუბრძანებიათ;perfect;3;pl;ა;უ;ბრძან;ებ;-;იათ;T3;active;249-68;249;*გორება
ვუბრძანებდი;imperfect;1;sg;-;ვუ;ბრძან;ებ;-;დი;T3;active;249-68;249;*ბრძანებინება
უბრძანებდი;imperfect;2;sg;-;უ;ბრძან;ებ;-;დი;T3;active;249-68;249;*ბრძანებინება
უბრძანებდა;imperfect;3;sg;-;უ;ბრძან;ებ;-;და;T3;active;249-68;249;*ბრძანებინება
ვუბრძანებდით;imperfect;1;pl;-;ვუ;ბრძან;ებ;-;დით;T3;active;249-68;249;*ბრძანებინება
უბრძანებდით;imperfect;2;pl;-;უ;ბრძან;ებ;-;დით;T3;active;249-68;249;*ბრძანებინება
უბრძანებდენ;imperfect;3;pl;-;უ;ბრძან;ებ;-;დენ;T3;active;249-68;249;*ბრძანებინება
უბრძანებდნენ;imperfect;3;pl;-;უ;ბრძან;ებ;-;დნენ;T3;active;249-68;249;*ბრძანებინება
ავუბრძანებდი;conditional;1;sg;ა;ვუ;ბრძან;ებ;-;დი;T3;active;249-68;249;*გორება
აუბრძანებდი;conditional;2;sg;ა;უ;ბრძან;ებ;-;დი;T3;active;249-68;249;*გორება
აუბრძანებდა;conditional;3;sg;ა;უ;ბრძან;ებ;-;და;T3;active;249-68;249;*გორება
ავუბრძანებდით;conditional;1;pl;ა;ვუ;ბრძან;ებ;-;დით;T3;active;249-68;249;*გორება
აუბრძანებდით;conditional;2;pl;ა;უ;ბრძან;ებ;-;დით;T3;active;249-68;249;*გორება
აუბრძანებდენ;conditional;3;pl;ა;უ;ბრძან;ებ;-;დენ;T3;active;249-68;249;*გორება
აუბრძანებდნენ;conditional;3;pl;ა;უ;ბრძან;ებ;-;დნენ;T3;active;249-68;249;*ბრძანებინება
ვუბრძანო;optative;1;sg;-;ვუ;ბრძან;-;-;ო;T3;active;249-68;249;*მართვა
ავუბრძანო;optative;1;sg;ა;ვუ;ბრძან;-;-;ო;T3;active;249-68;249;*მართვა
უბრძანო;optative;2;sg;-;უ;ბრძან;-;-;ო;T3;active;249-68;249;*მართვა
აუბრძანო;optative;2;sg;ა;უ;ბრძან;-;-;ო;T3;active;249-68;249;*მართვა
უბრძანოს;optative;3;sg;-;უ;ბრძან;-;-;ოს;T3;active;249-68;249;*მართვა
აუბრძანოს;optative;3;sg;ა;უ;ბრძან;-;-;ოს;T3;active;249-68;249;*მართვა
ვუბრძანოთ;optative;1;pl;-;ვუ;ბრძან;-;-;ოთ;T3;active;249-68;249;*მართვა
ავუბრძანოთ;optative;1;pl;ა;ვუ;ბრძან;-;-;ოთ;T3;active;249-68;249;*მართვა
უბრძანოთ;optative;2;pl;-;უ;ბრძან;-;-;ოთ;T3;active;249-68;249;*მართვა
აუბრძანოთ;optative;2;pl;ა;უ;ბრძან;-;-;ოთ;T3;active;249-68;249;*მართვა
უბრძანონ;optative;3;pl;-;უ;ბრძან;-;-;ონ;T3;active;249-68;249;*მართვა
აუბრძანონ;optative;3;pl;ა;უ;ბრძან;-;-;ონ;T3;active;249-68;249;*მართვა
ამებრძანებია;pluperfect;1;sg;ა;მე;ბრძან;ებ;-;ია;T3;active;249-68;249;*ბრძანებინება
ამებრძანებინა;pluperfect;1;sg;ა;მე;ბრძან;ებ;-;ინა;T3;active;249-68;249;*ბრძანებინება
ამებრძანა;pluperfect;1;sg;ა;მე;ბრძან;-;-;ა;T3;active;249-68;249;*მართვა
აგებრძანებია;pluperfect;2;sg;ა;გე;ბრძან;ებ;-;ია;T3;active;249-68;249;*ბრძანებინება
აგებრძანებინა;pluperfect;2;sg;ა;გე;ბრძან;ებ;-;ინა;T3;active;249-68;249;*ბრძანებინება
აგებრძანა;pluperfect;2;sg;ა;გე;ბრძან;-;-;ა;T3;active;249-68;249;*მართვა
აებრძანებია;pluperfect;3;sg;ა;ე;ბრძან;ებ;-;ია;T3;active;249-68;249;*ბრძანებინება
აებრძანებინა;pluperfect;3;sg;ა;ე;ბრძან;ებ;-;ინა;T3;active;249-68;249;*ბრძანებინება
აებრძანა;pluperfect;3;sg;ა;ე;ბრძან;-;-;ა;T3;active;249-68;249;*მართვა
აგვებრძანებია;pluperfect;1;pl;ა;გვე;ბრძან;ებ;-;ია;T3;active;249-68;249;*ბრძანებინება
აგვებრძანებინა;pluperfect;1;pl;ა;გვე;ბრძან;ებ;-;ინა;T3;active;249-68;249;*ბრძანებინება
აგვებრძანა;pluperfect;1;pl;ა;გვე;ბრძან;-;-;ა;T3;active;249-68;249;*მართვა
აგებრძანებიათ;pluperfect;2;pl;ა;გე;ბრძან;ებ;-;იათ;T3;active;249-68;249;*ბრძანებინება
აგებრძანებინათ;pluperfect;2;pl;ა;გე;ბრძან;ებ;-;ინათ;T3;active;249-68;249;*ბრძანებინება
აგებრძანათ;pluperfect;2;pl;ა;გე;ბრძან;-;-;ათ;T3;active;249-68;249;*მართვა
აებრძანებიათ;pluperfect;3;pl;ა;ე;ბრძან;ებ;-;იათ;T3;active;249-68;249;*გორება
აებრძანებინათ;pluperfect;3;pl;ა;ე;ბრძან;ებ;-;ინათ;T3;active;249-68;249;*ბრძანებინება
აებრძანათ;pluperfect;3;pl;ა;ე;ბრძან;-;-;ათ;T3;active;249-68;249;*მართვა
ვუბრძანებდე;conj-present;1;sg;-;ვუ;ბრძან;ებ;-;დე;T3;active;249-68;249;*ბრძანებინება
უბრძანებდე;conj-present;2;sg;-;უ;ბრძან;ებ;-;დე;T3;active;249-68;249;*ბრძანებინება
უბრძანებდეს;conj-present;3;sg;-;უ;ბრძან;ებ;-;დეს;T3;active;249-68;249;*ბრძანება
ვუბრძანებდეთ;conj-present;1;pl;-;ვუ;ბრძან;ებ;-;დეთ;T3;active;249-68;249;*გორება
უბრძანებდეთ;conj-present;2;pl;-;უ;ბრძან;ებ;-;დეთ;T3;active;249-68;249;*ბრძანებინება
უბრძანებდენ;conj-present;3;pl;-;უ;ბრძან;ებ;-;დენ;T3;active;249-68;249;*ბრძანებინება
უბრძანებდნენ;conj-present;3;pl;-;უ;ბრძან;ებ;-;დნენ;T3;active;249-68;249;*ბრძანებინება
ავუბრძანებდე;conj-future;1;sg;ა;ვუ;ბრძან;ებ;-;დე;T3;active;249-68;249;*გორება
აუბრძანებდე;conj-future;2;sg;ა;უ;ბრძან;ებ;-;დე;T3;active;249-68;249;*გორება
აუბრძანებდეს;conj-future;3;sg;ა;უ;ბრძან;ებ;-;დეს;T3;active;249-68;249;*ბრძანებინება
